Job Title,Company Name,Status,CTC,Recruiters Details,URL,question_text,input type,user input text
Splunk Engineer / Administrator + Python,Headhunter,Applied Successfully,Not Disclosed,No Recruiters Details Found,No URL,,,
Splunk Engineer / Administrator + Python,Headhunter,Already applied,Not Disclosed,No Recruiters Details Found,No URL,,,
